,Daily Cost of Bus,Daily Number of Riders,Ticket Price
24044,1050,190,21.50
24045,1050,195,21.50
24046,1050,200,21.50
24047,1050,205,21.50
24048,1050,210,21.50
24049,1050,215,21.50
24050,1050,220,21.50
24051,1050,225,21.50
24052,1050,230,21.50
24053,1050,235,21.50
24054,1050,240,21.50
24055,1050,245,21.50
24056,1050,250,21.50
24057,1050,255,21.50
24058,1050,260,21.50
24059,1050,20,22.00
24060,1050,25,22.00
24061,1050,30,22.00
24062,1050,35,22.00
24063,1050,40,22.00
24064,1050,45,22.00
24065,1050,50,22.00
24066,1050,55,22.00
24067,1050,60,22.00
24068,1050,65,22.00
24069,1050,70,22.00
24070,1050,75,22.00
24071,1050,80,22.00
24072,1050,85,22.00
24073,1050,90,22.00
24074,1050,95,22.00
24075,1050,100,22.00
24076,1050,105,22.00
24077,1050,110,22.00
24078,1050,115,22.00
24079,1050,120,22.00
24080,1050,125,22.00
24081,1050,130,22.00
24082,1050,135,22.00
24083,1050,140,22.00
24084,1050,145,22.00
24085,1050,150,22.00
24086,1050,155,22.00
24087,1050,160,22.00
24088,1050,165,22.00
24089,1050,170,22.00
24090,1050,175,22.00
24091,1050,180,22.00
24092,1050,185,22.00
24093,1050,190,22.00
24094,1050,195,22.00
24095,1050,200,22.00
24096,1050,205,22.00
24097,1050,210,22.00
24098,1050,215,22.00
24099,1050,220,22.00
24100,1050,225,22.00
24101,1050,230,22.00
24102,1050,235,22.00
24103,1050,240,22.00
24104,1050,245,22.00
24105,1050,250,22.00
24106,1050,255,22.00
24107,1050,260,22.00
24108,1050,20,22.50
24109,1050,25,22.50
24110,1050,30,22.50
24111,1050,35,22.50
24112,1050,40,22.50
24113,1050,45,22.50
24114,1050,50,22.50
24115,1050,55,22.50
24116,1050,60,22.50
24117,1050,65,22.50
24118,1050,70,22.50
24119,1050,75,22.50
24120,1050,80,22.50
24121,1050,85,22.50
24122,1050,90,22.50
24123,1050,95,22.50
24124,1050,100,22.50
24125,1050,105,22.50
24126,1050,110,22.50
24127,1050,115,22.50
24128,1050,120,22.50
24129,1050,125,22.50
24130,1050,130,22.50
24131,1050,135,22.50
24132,1050,140,22.50
24133,1050,145,22.50
24134,1050,150,22.50
24135,1050,155,22.50
24136,1050,160,22.50
24137,1050,165,22.50
24138,1050,170,22.50
24139,1050,175,22.50
24140,1050,180,22.50
24141,1050,185,22.50
24142,1050,190,22.50
24143,1050,195,22.50
24144,1050,200,22.50
24145,1050,205,22.50
24146,1050,210,22.50
24147,1050,215,22.50
24148,1050,220,22.50
24149,1050,225,22.50
24150,1050,230,22.50
24151,1050,235,22.50
24152,1050,240,22.50
24153,1050,245,22.50
24154,1050,250,22.50
24155,1050,255,22.50
24156,1050,260,22.50
24157,1050,20,23.00
24158,1050,25,23.00
24159,1050,30,23.00
24160,1050,35,23.00
24161,1050,40,23.00
24162,1050,45,23.00
24163,1050,50,23.00
24164,1050,55,23.00
24165,1050,60,23.00
24166,1050,65,23.00
24167,1050,70,23.00
24168,1050,75,23.00
24169,1050,80,23.00
24170,1050,85,23.00
24171,1050,90,23.00
24172,1050,95,23.00
24173,1050,100,23.00
24174,1050,105,23.00
24175,1050,110,23.00
24176,1050,115,23.00
24177,1050,120,23.00
24178,1050,125,23.00
24179,1050,130,23.00
24180,1050,135,23.00
24181,1050,140,23.00
24182,1050,145,23.00
24183,1050,150,23.00
24184,1050,155,23.00
24185,1050,160,23.00
24186,1050,165,23.00
24187,1050,170,23.00
24188,1050,175,23.00
24189,1050,180,23.00
24190,1050,185,23.00
24191,1050,190,23.00
24192,1050,195,23.00
24193,1050,200,23.00
24194,1050,205,23.00
24195,1050,210,23.00
24196,1050,215,23.00
24197,1050,220,23.00
24198,1050,225,23.00
24199,1050,230,23.00
24200,1050,235,23.00
24201,1050,240,23.00
24202,1050,245,23.00
24203,1050,250,23.00
24204,1050,255,23.00
24205,1050,260,23.00
24206,1050,20,23.50
24207,1050,25,23.50
24208,1050,30,23.50
24209,1050,35,23.50
24210,1050,40,23.50
24211,1050,45,23.50
24212,1050,50,23.50
24213,1050,55,23.50
24214,1050,60,23.50
24215,1050,65,23.50
24216,1050,70,23.50
24217,1050,75,23.50
24218,1050,80,23.50
24219,1050,85,23.50
24220,1050,90,23.50
24221,1050,95,23.50
24222,1050,100,23.50
24223,1050,105,23.50
24224,1050,110,23.50
24225,1050,115,23.50
24226,1050,120,23.50
24227,1050,125,23.50
24228,1050,130,23.50
24229,1050,135,23.50
24230,1050,140,23.50
24231,1050,145,23.50
24232,1050,150,23.50
24233,1050,155,23.50
24234,1050,160,23.50
24235,1050,165,23.50
24236,1050,170,23.50
24237,1050,175,23.50
24238,1050,180,23.50
24239,1050,185,23.50
24240,1050,190,23.50
24241,1050,195,23.50
24242,1050,200,23.50
24243,1050,205,23.50
24244,1050,210,23.50
24245,1050,215,23.50
24246,1050,220,23.50
24247,1050,225,23.50
24248,1050,230,23.50
24249,1050,235,23.50
24250,1050,240,23.50
24251,1050,245,23.50
24252,1050,250,23.50
24253,1050,255,23.50
24254,1050,260,23.50
24255,1100,20,7.50
24256,1100,25,7.50
24257,1100,30,7.50
24258,1100,35,7.50
24259,1100,40,7.50
24260,1100,45,7.50
24261,1100,50,7.50
24262,1100,55,7.50
24263,1100,60,7.50
24264,1100,65,7.50
24265,1100,70,7.50
24266,1100,75,7.50
24267,1100,80,7.50
24268,1100,85,7.50
24269,1100,90,7.50
24270,1100,95,7.50
24271,1100,100,7.50
24272,1100,105,7.50
24273,1100,110,7.50
24274,1100,115,7.50
24275,1100,120,7.50
24276,1100,125,7.50
24277,1100,130,7.50
24278,1100,135,7.50
24279,1100,140,7.50
24280,1100,145,7.50
24281,1100,150,7.50
24282,1100,155,7.50
24283,1100,160,7.50
24284,1100,165,7.50
24285,1100,170,7.50
24286,1100,175,7.50
24287,1100,180,7.50
24288,1100,185,7.50
24289,1100,190,7.50
24290,1100,195,7.50
24291,1100,200,7.50
24292,1100,205,7.50
24293,1100,210,7.50
24294,1100,215,7.50
24295,1100,220,7.50
24296,1100,225,7.50
24297,1100,230,7.50
24298,1100,235,7.50
24299,1100,240,7.50
24300,1100,245,7.50
24301,1100,250,7.50
24302,1100,255,7.50
24303,1100,260,7.50
24304,1100,20,8.00
24305,1100,25,8.00
24306,1100,30,8.00
24307,1100,35,8.00
24308,1100,40,8.00
24309,1100,45,8.00
24310,1100,50,8.00
24311,1100,55,8.00
24312,1100,60,8.00
24313,1100,65,8.00
24314,1100,70,8.00
24315,1100,75,8.00
24316,1100,80,8.00
24317,1100,85,8.00
24318,1100,90,8.00
24319,1100,95,8.00
24320,1100,100,8.00
24321,1100,105,8.00
24322,1100,110,8.00
24323,1100,115,8.00
24324,1100,120,8.00
24325,1100,125,8.00
24326,1100,130,8.00
24327,1100,135,8.00
24328,1100,140,8.00
24329,1100,145,8.00
24330,1100,150,8.00
24331,1100,155,8.00
24332,1100,160,8.00
24333,1100,165,8.00
24334,1100,170,8.00
24335,1100,175,8.00
24336,1100,180,8.00
24337,1100,185,8.00
24338,1100,190,8.00
24339,1100,195,8.00
24340,1100,200,8.00
24341,1100,205,8.00
24342,1100,210,8.00
24343,1100,215,8.00
24344,1100,220,8.00
24345,1100,225,8.00
24346,1100,230,8.00
24347,1100,235,8.00
24348,1100,240,8.00
24349,1100,245,8.00
24350,1100,250,8.00
24351,1100,255,8.00
24352,1100,260,8.00
24353,1100,20,8.50
24354,1100,25,8.50
24355,1100,30,8.50
24356,1100,35,8.50
24357,1100,40,8.50
24358,1100,45,8.50
24359,1100,50,8.50
24360,1100,55,8.50
24361,1100,60,8.50
24362,1100,65,8.50
24363,1100,70,8.50
24364,1100,75,8.50
24365,1100,80,8.50
24366,1100,85,8.50
24367,1100,90,8.50
24368,1100,95,8.50
24369,1100,100,8.50
24370,1100,105,8.50
24371,1100,110,8.50
24372,1100,115,8.50
24373,1100,120,8.50
24374,1100,125,8.50
24375,1100,130,8.50
24376,1100,135,8.50
24377,1100,140,8.50
24378,1100,145,8.50
24379,1100,150,8.50
24380,1100,155,8.50
24381,1100,160,8.50
24382,1100,165,8.50
24383,1100,170,8.50
24384,1100,175,8.50
24385,1100,180,8.50
24386,1100,185,8.50
24387,1100,190,8.50
24388,1100,195,8.50
24389,1100,200,8.50
24390,1100,205,8.50
24391,1100,210,8.50
24392,1100,215,8.50
24393,1100,220,8.50
24394,1100,225,8.50
24395,1100,230,8.50
24396,1100,235,8.50
24397,1100,240,8.50
24398,1100,245,8.50
24399,1100,250,8.50
24400,1100,255,8.50
24401,1100,260,8.50
24402,1100,20,9.00
24403,1100,25,9.00
24404,1100,30,9.00
24405,1100,35,9.00
24406,1100,40,9.00
24407,1100,45,9.00
24408,1100,50,9.00
24409,1100,55,9.00
24410,1100,60,9.00
24411,1100,65,9.00
24412,1100,70,9.00
24413,1100,75,9.00
24414,1100,80,9.00
24415,1100,85,9.00
24416,1100,90,9.00
24417,1100,95,9.00
24418,1100,100,9.00
24419,1100,105,9.00
24420,1100,110,9.00
24421,1100,115,9.00
24422,1100,120,9.00
24423,1100,125,9.00
24424,1100,130,9.00
24425,1100,135,9.00
24426,1100,140,9.00
24427,1100,145,9.00
24428,1100,150,9.00
24429,1100,155,9.00
24430,1100,160,9.00
24431,1100,165,9.00
24432,1100,170,9.00
24433,1100,175,9.00
24434,1100,180,9.00
24435,1100,185,9.00
24436,1100,190,9.00
24437,1100,195,9.00
24438,1100,200,9.00
24439,1100,205,9.00
24440,1100,210,9.00
24441,1100,215,9.00
24442,1100,220,9.00
24443,1100,225,9.00
24444,1100,230,9.00
24445,1100,235,9.00
24446,1100,240,9.00
24447,1100,245,9.00
24448,1100,250,9.00
24449,1100,255,9.00
24450,1100,260,9.00
24451,1100,20,9.50
24452,1100,25,9.50
24453,1100,30,9.50
24454,1100,35,9.50
24455,1100,40,9.50
24456,1100,45,9.50
24457,1100,50,9.50
24458,1100,55,9.50
24459,1100,60,9.50
24460,1100,65,9.50
24461,1100,70,9.50
24462,1100,75,9.50
24463,1100,80,9.50
24464,1100,85,9.50
24465,1100,90,9.50
24466,1100,95,9.50
24467,1100,100,9.50
24468,1100,105,9.50
24469,1100,110,9.50
24470,1100,115,9.50
24471,1100,120,9.50
24472,1100,125,9.50
24473,1100,130,9.50
24474,1100,135,9.50
24475,1100,140,9.50
24476,1100,145,9.50
24477,1100,150,9.50
24478,1100,155,9.50
24479,1100,160,9.50
24480,1100,165,9.50
24481,1100,170,9.50
24482,1100,175,9.50
24483,1100,180,9.50
24484,1100,185,9.50
24485,1100,190,9.50
24486,1100,195,9.50
24487,1100,200,9.50
24488,1100,205,9.50
24489,1100,210,9.50
24490,1100,215,9.50
24491,1100,220,9.50
24492,1100,225,9.50
24493,1100,230,9.50
24494,1100,235,9.50
24495,1100,240,9.50
24496,1100,245,9.50
24497,1100,250,9.50
24498,1100,255,9.50
24499,1100,260,9.50
24500,1100,20,10.00
24501,1100,25,10.00
24502,1100,30,10.00
24503,1100,35,10.00
24504,1100,40,10.00
24505,1100,45,10.00
24506,1100,50,10.00
24507,1100,55,10.00
24508,1100,60,10.00
24509,1100,65,10.00
24510,1100,70,10.00
24511,1100,75,10.00
24512,1100,80,10.00
24513,1100,85,10.00
24514,1100,90,10.00
24515,1100,95,10.00
24516,1100,100,10.00
24517,1100,105,10.00
24518,1100,110,10.00
24519,1100,115,10.00
24520,1100,120,10.00
24521,1100,125,10.00
24522,1100,130,10.00
24523,1100,135,10.00
24524,1100,140,10.00
24525,1100,145,10.00
24526,1100,150,10.00
24527,1100,155,10.00
24528,1100,160,10.00
24529,1100,165,10.00
24530,1100,170,10.00
24531,1100,175,10.00
24532,1100,180,10.00
24533,1100,185,10.00
24534,1100,190,10.00
24535,1100,195,10.00
24536,1100,200,10.00
24537,1100,205,10.00
24538,1100,210,10.00
24539,1100,215,10.00
24540,1100,220,10.00
24541,1100,225,10.00
24542,1100,230,10.00
24543,1100,235,10.00
24544,1100,240,10.00
24545,1100,245,10.00
24546,1100,250,10.00
24547,1100,255,10.00
24548,1100,260,10.00
24549,1100,20,10.50
24550,1100,25,10.50
24551,1100,30,10.50
24552,1100,35,10.50
24553,1100,40,10.50
24554,1100,45,10.50
24555,1100,50,10.50
24556,1100,55,10.50
24557,1100,60,10.50
24558,1100,65,10.50
24559,1100,70,10.50
24560,1100,75,10.50
24561,1100,80,10.50
24562,1100,85,10.50
24563,1100,90,10.50
24564,1100,95,10.50
24565,1100,100,10.50
24566,1100,105,10.50
24567,1100,110,10.50
24568,1100,115,10.50
24569,1100,120,10.50
24570,1100,125,10.50
24571,1100,130,10.50
24572,1100,135,10.50
24573,1100,140,10.50
24574,1100,145,10.50
24575,1100,150,10.50
24576,1100,155,10.50
24577,1100,160,10.50
24578,1100,165,10.50
24579,1100,170,10.50
24580,1100,175,10.50
24581,1100,180,10.50
24582,1100,185,10.50
24583,1100,190,10.50
24584,1100,195,10.50
24585,1100,200,10.50
24586,1100,205,10.50
24587,1100,210,10.50
24588,1100,215,10.50
24589,1100,220,10.50
24590,1100,225,10.50
24591,1100,230,10.50
24592,1100,235,10.50
24593,1100,240,10.50
24594,1100,245,10.50
24595,1100,250,10.50
24596,1100,255,10.50
24597,1100,260,10.50
24598,1100,20,11.00
24599,1100,25,11.00
24600,1100,30,11.00
24601,1100,35,11.00
24602,1100,40,11.00
24603,1100,45,11.00
24604,1100,50,11.00
24605,1100,55,11.00
24606,1100,60,11.00
24607,1100,65,11.00
24608,1100,70,11.00
24609,1100,75,11.00
24610,1100,80,11.00
24611,1100,85,11.00
24612,1100,90,11.00
24613,1100,95,11.00
24614,1100,100,11.00
24615,1100,105,11.00
24616,1100,110,11.00
24617,1100,115,11.00
24618,1100,120,11.00
24619,1100,125,11.00
24620,1100,130,11.00
24621,1100,135,11.00
24622,1100,140,11.00
24623,1100,145,11.00
24624,1100,150,11.00
24625,1100,155,11.00
24626,1100,160,11.00
24627,1100,165,11.00
24628,1100,170,11.00
24629,1100,175,11.00
24630,1100,180,11.00
24631,1100,185,11.00
24632,1100,190,11.00
24633,1100,195,11.00
24634,1100,200,11.00
24635,1100,205,11.00
24636,1100,210,11.00
24637,1100,215,11.00
24638,1100,220,11.00
24639,1100,225,11.00
24640,1100,230,11.00
24641,1100,235,11.00
24642,1100,240,11.00
24643,1100,245,11.00
24644,1100,250,11.00
24645,1100,255,11.00
24646,1100,260,11.00
24647,1100,20,11.50
24648,1100,25,11.50
24649,1100,30,11.50
24650,1100,35,11.50
24651,1100,40,11.50
24652,1100,45,11.50
24653,1100,50,11.50
24654,1100,55,11.50
24655,1100,60,11.50
24656,1100,65,11.50
24657,1100,70,11.50
24658,1100,75,11.50
24659,1100,80,11.50
24660,1100,85,11.50
24661,1100,90,11.50
24662,1100,95,11.50
24663,1100,100,11.50
24664,1100,105,11.50
24665,1100,110,11.50
24666,1100,115,11.50
24667,1100,120,11.50
24668,1100,125,11.50
24669,1100,130,11.50
24670,1100,135,11.50
24671,1100,140,11.50
24672,1100,145,11.50
24673,1100,150,11.50
24674,1100,155,11.50
24675,1100,160,11.50
24676,1100,165,11.50
24677,1100,170,11.50
24678,1100,175,11.50
24679,1100,180,11.50
24680,1100,185,11.50
24681,1100,190,11.50
24682,1100,195,11.50
24683,1100,200,11.50
24684,1100,205,11.50
24685,1100,210,11.50
24686,1100,215,11.50
24687,1100,220,11.50
24688,1100,225,11.50
24689,1100,230,11.50
24690,1100,235,11.50
24691,1100,240,11.50
24692,1100,245,11.50
24693,1100,250,11.50
24694,1100,255,11.50
24695,1100,260,11.50
24696,1100,20,12.00
24697,1100,25,12.00
24698,1100,30,12.00
24699,1100,35,12.00
24700,1100,40,12.00
24701,1100,45,12.00
24702,1100,50,12.00
24703,1100,55,12.00
24704,1100,60,12.00
24705,1100,65,12.00
24706,1100,70,12.00
24707,1100,75,12.00
24708,1100,80,12.00
24709,1100,85,12.00
24710,1100,90,12.00
24711,1100,95,12.00
24712,1100,100,12.00
24713,1100,105,12.00
24714,1100,110,12.00
24715,1100,115,12.00
24716,1100,120,12.00
24717,1100,125,12.00
24718,1100,130,12.00
24719,1100,135,12.00
24720,1100,140,12.00
24721,1100,145,12.00
24722,1100,150,12.00
24723,1100,155,12.00
24724,1100,160,12.00
24725,1100,165,12.00
24726,1100,170,12.00
24727,1100,175,12.00
24728,1100,180,12.00
24729,1100,185,12.00
24730,1100,190,12.00
24731,1100,195,12.00
24732,1100,200,12.00
24733,1100,205,12.00
24734,1100,210,12.00
24735,1100,215,12.00
24736,1100,220,12.00
24737,1100,225,12.00
24738,1100,230,12.00
24739,1100,235,12.00
24740,1100,240,12.00
24741,1100,245,12.00
24742,1100,250,12.00
24743,1100,255,12.00
24744,1100,260,12.00
24745,1100,20,12.50
24746,1100,25,12.50
24747,1100,30,12.50
24748,1100,35,12.50
24749,1100,40,12.50
24750,1100,45,12.50
24751,1100,50,12.50
24752,1100,55,12.50
24753,1100,60,12.50
24754,1100,65,12.50
24755,1100,70,12.50
24756,1100,75,12.50
24757,1100,80,12.50
24758,1100,85,12.50
24759,1100,90,12.50
24760,1100,95,12.50
24761,1100,100,12.50
24762,1100,105,12.50
24763,1100,110,12.50
24764,1100,115,12.50
24765,1100,120,12.50
24766,1100,125,12.50
24767,1100,130,12.50
24768,1100,135,12.50
24769,1100,140,12.50
24770,1100,145,12.50
24771,1100,150,12.50
24772,1100,155,12.50
24773,1100,160,12.50
24774,1100,165,12.50
24775,1100,170,12.50
24776,1100,175,12.50
24777,1100,180,12.50
24778,1100,185,12.50
24779,1100,190,12.50
24780,1100,195,12.50
24781,1100,200,12.50
24782,1100,205,12.50
24783,1100,210,12.50
24784,1100,215,12.50
24785,1100,220,12.50
24786,1100,225,12.50
24787,1100,230,12.50
24788,1100,235,12.50
24789,1100,240,12.50
24790,1100,245,12.50
24791,1100,250,12.50
24792,1100,255,12.50
24793,1100,260,12.50
24794,1100,20,13.00
24795,1100,25,13.00
24796,1100,30,13.00
24797,1100,35,13.00
24798,1100,40,13.00
24799,1100,45,13.00
24800,1100,50,13.00
24801,1100,55,13.00
24802,1100,60,13.00
24803,1100,65,13.00
24804,1100,70,13.00
24805,1100,75,13.00
24806,1100,80,13.00
24807,1100,85,13.00
24808,1100,90,13.00
24809,1100,95,13.00
24810,1100,100,13.00
24811,1100,105,13.00
24812,1100,110,13.00
24813,1100,115,13.00
24814,1100,120,13.00
24815,1100,125,13.00
24816,1100,130,13.00
24817,1100,135,13.00
24818,1100,140,13.00
24819,1100,145,13.00
24820,1100,150,13.00
24821,1100,155,13.00
24822,1100,160,13.00
24823,1100,165,13.00
24824,1100,170,13.00
24825,1100,175,13.00
24826,1100,180,13.00
24827,1100,185,13.00
24828,1100,190,13.00
24829,1100,195,13.00
24830,1100,200,13.00
24831,1100,205,13.00
24832,1100,210,13.00
24833,1100,215,13.00
24834,1100,220,13.00
24835,1100,225,13.00
24836,1100,230,13.00
24837,1100,235,13.00
24838,1100,240,13.00
24839,1100,245,13.00
24840,1100,250,13.00
24841,1100,255,13.00
24842,1100,260,13.00
24843,1100,20,13.50
24844,1100,25,13.50
24845,1100,30,13.50
24846,1100,35,13.50
24847,1100,40,13.50
24848,1100,45,13.50
24849,1100,50,13.50
24850,1100,55,13.50
24851,1100,60,13.50
24852,1100,65,13.50
24853,1100,70,13.50
24854,1100,75,13.50
24855,1100,80,13.50
24856,1100,85,13.50
24857,1100,90,13.50
24858,1100,95,13.50
24859,1100,100,13.50
24860,1100,105,13.50
24861,1100,110,13.50
24862,1100,115,13.50
24863,1100,120,13.50
24864,1100,125,13.50
24865,1100,130,13.50
24866,1100,135,13.50
24867,1100,140,13.50
24868,1100,145,13.50
24869,1100,150,13.50
24870,1100,155,13.50
24871,1100,160,13.50
24872,1100,165,13.50
24873,1100,170,13.50
24874,1100,175,13.50
24875,1100,180,13.50
24876,1100,185,13.50
24877,1100,190,13.50
24878,1100,195,13.50
24879,1100,200,13.50
24880,1100,205,13.50
24881,1100,210,13.50
24882,1100,215,13.50
24883,1100,220,13.50
24884,1100,225,13.50
24885,1100,230,13.50
24886,1100,235,13.50
24887,1100,240,13.50
24888,1100,245,13.50
24889,1100,250,13.50
24890,1100,255,13.50
24891,1100,260,13.50
24892,1100,20,14.00
24893,1100,25,14.00
24894,1100,30,14.00
24895,1100,35,14.00
24896,1100,40,14.00
24897,1100,45,14.00
24898,1100,50,14.00
24899,1100,55,14.00
24900,1100,60,14.00
24901,1100,65,14.00
24902,1100,70,14.00
24903,1100,75,14.00
24904,1100,80,14.00
24905,1100,85,14.00
24906,1100,90,14.00
24907,1100,95,14.00
24908,1100,100,14.00
24909,1100,105,14.00
24910,1100,110,14.00
24911,1100,115,14.00
24912,1100,120,14.00
24913,1100,125,14.00
24914,1100,130,14.00
24915,1100,135,14.00
24916,1100,140,14.00
24917,1100,145,14.00
24918,1100,150,14.00
24919,1100,155,14.00
24920,1100,160,14.00
24921,1100,165,14.00
24922,1100,170,14.00
24923,1100,175,14.00
24924,1100,180,14.00
24925,1100,185,14.00
24926,1100,190,14.00
24927,1100,195,14.00
24928,1100,200,14.00
24929,1100,205,14.00
24930,1100,210,14.00
24931,1100,215,14.00
24932,1100,220,14.00
24933,1100,225,14.00
24934,1100,230,14.00
24935,1100,235,14.00
24936,1100,240,14.00
24937,1100,245,14.00
24938,1100,250,14.00
24939,1100,255,14.00
24940,1100,260,14.00
24941,1100,20,14.50
24942,1100,25,14.50
24943,1100,30,14.50
24944,1100,35,14.50
24945,1100,40,14.50
24946,1100,45,14.50
24947,1100,50,14.50
24948,1100,55,14.50
24949,1100,60,14.50
24950,1100,65,14.50
24951,1100,70,14.50
24952,1100,75,14.50
24953,1100,80,14.50
24954,1100,85,14.50
24955,1100,90,14.50
24956,1100,95,14.50
24957,1100,100,14.50
24958,1100,105,14.50
24959,1100,110,14.50
24960,1100,115,14.50
24961,1100,120,14.50
24962,1100,125,14.50
24963,1100,130,14.50
24964,1100,135,14.50
24965,1100,140,14.50
24966,1100,145,14.50
24967,1100,150,14.50
24968,1100,155,14.50
24969,1100,160,14.50
24970,1100,165,14.50
24971,1100,170,14.50
24972,1100,175,14.50
24973,1100,180,14.50
24974,1100,185,14.50
24975,1100,190,14.50
24976,1100,195,14.50
24977,1100,200,14.50
24978,1100,205,14.50
24979,1100,210,14.50
24980,1100,215,14.50
24981,1100,220,14.50
24982,1100,225,14.50
24983,1100,230,14.50
24984,1100,235,14.50
24985,1100,240,14.50
24986,1100,245,14.50
24987,1100,250,14.50
24988,1100,255,14.50
24989,1100,260,14.50
24990,1100,20,15.00
24991,1100,25,15.00
24992,1100,30,15.00
24993,1100,35,15.00
24994,1100,40,15.00
24995,1100,45,15.00
24996,1100,50,15.00
24997,1100,55,15.00
24998,1100,60,15.00
24999,1100,65,15.00
25000,1100,70,15.00
25001,1100,75,15.00
25002,1100,80,15.00
25003,1100,85,15.00
25004,1100,90,15.00
25005,1100,95,15.00
25006,1100,100,15.00
25007,1100,105,15.00
25008,1100,110,15.00
25009,1100,115,15.00
25010,1100,120,15.00
25011,1100,125,15.00
25012,1100,130,15.00
25013,1100,135,15.00
25014,1100,140,15.00
25015,1100,145,15.00
25016,1100,150,15.00
25017,1100,155,15.00
25018,1100,160,15.00
25019,1100,165,15.00
25020,1100,170,15.00
25021,1100,175,15.00
25022,1100,180,15.00
25023,1100,185,15.00
25024,1100,190,15.00
25025,1100,195,15.00
25026,1100,200,15.00
25027,1100,205,15.00
25028,1100,210,15.00
25029,1100,215,15.00
25030,1100,220,15.00
25031,1100,225,15.00
25032,1100,230,15.00
25033,1100,235,15.00
25034,1100,240,15.00
25035,1100,245,15.00
25036,1100,250,15.00
25037,1100,255,15.00
25038,1100,260,15.00
25039,1100,20,15.50
25040,1100,25,15.50
25041,1100,30,15.50
25042,1100,35,15.50
25043,1100,40,15.50
25044,1100,45,15.50
25045,1100,50,15.50
25046,1100,55,15.50
25047,1100,60,15.50
25048,1100,65,15.50
25049,1100,70,15.50
25050,1100,75,15.50
25051,1100,80,15.50
25052,1100,85,15.50
25053,1100,90,15.50
25054,1100,95,15.50
25055,1100,100,15.50
25056,1100,105,15.50
25057,1100,110,15.50
25058,1100,115,15.50
25059,1100,120,15.50
25060,1100,125,15.50
25061,1100,130,15.50
25062,1100,135,15.50
25063,1100,140,15.50
25064,1100,145,15.50
25065,1100,150,15.50
25066,1100,155,15.50
25067,1100,160,15.50
25068,1100,165,15.50
25069,1100,170,15.50
25070,1100,175,15.50
25071,1100,180,15.50
25072,1100,185,15.50
25073,1100,190,15.50
25074,1100,195,15.50
25075,1100,200,15.50
25076,1100,205,15.50
25077,1100,210,15.50
25078,1100,215,15.50
25079,1100,220,15.50
25080,1100,225,15.50
25081,1100,230,15.50
25082,1100,235,15.50
25083,1100,240,15.50
25084,1100,245,15.50
25085,1100,250,15.50
25086,1100,255,15.50
25087,1100,260,15.50
25088,1100,20,16.00
25089,1100,25,16.00
25090,1100,30,16.00
25091,1100,35,16.00
25092,1100,40,16.00
25093,1100,45,16.00
25094,1100,50,16.00
25095,1100,55,16.00
25096,1100,60,16.00
25097,1100,65,16.00
25098,1100,70,16.00
25099,1100,75,16.00
25100,1100,80,16.00
25101,1100,85,16.00
25102,1100,90,16.00
25103,1100,95,16.00
25104,1100,100,16.00
25105,1100,105,16.00
25106,1100,110,16.00
25107,1100,115,16.00
25108,1100,120,16.00
25109,1100,125,16.00
25110,1100,130,16.00
25111,1100,135,16.00
25112,1100,140,16.00
25113,1100,145,16.00
25114,1100,150,16.00
25115,1100,155,16.00
25116,1100,160,16.00
25117,1100,165,16.00
25118,1100,170,16.00
25119,1100,175,16.00
25120,1100,180,16.00
25121,1100,185,16.00
25122,1100,190,16.00
25123,1100,195,16.00
25124,1100,200,16.00
25125,1100,205,16.00
25126,1100,210,16.00
25127,1100,215,16.00
25128,1100,220,16.00
25129,1100,225,16.00
25130,1100,230,16.00
25131,1100,235,16.00
25132,1100,240,16.00
25133,1100,245,16.00
25134,1100,250,16.00
25135,1100,255,16.00
25136,1100,260,16.00
25137,1100,20,16.50
25138,1100,25,16.50
25139,1100,30,16.50
25140,1100,35,16.50
25141,1100,40,16.50
25142,1100,45,16.50
25143,1100,50,16.50
25144,1100,55,16.50
25145,1100,60,16.50
25146,1100,65,16.50
25147,1100,70,16.50
25148,1100,75,16.50
25149,1100,80,16.50
25150,1100,85,16.50
25151,1100,90,16.50
25152,1100,95,16.50
25153,1100,100,16.50
25154,1100,105,16.50
25155,1100,110,16.50
25156,1100,115,16.50
25157,1100,120,16.50
25158,1100,125,16.50
25159,1100,130,16.50
25160,1100,135,16.50
25161,1100,140,16.50
25162,1100,145,16.50
25163,1100,150,16.50
25164,1100,155,16.50
25165,1100,160,16.50
25166,1100,165,16.50
25167,1100,170,16.50
25168,1100,175,16.50
25169,1100,180,16.50
25170,1100,185,16.50
25171,1100,190,16.50
25172,1100,195,16.50
25173,1100,200,16.50
25174,1100,205,16.50
25175,1100,210,16.50
25176,1100,215,16.50
25177,1100,220,16.50
25178,1100,225,16.50
25179,1100,230,16.50
25180,1100,235,16.50
25181,1100,240,16.50
25182,1100,245,16.50
25183,1100,250,16.50
25184,1100,255,16.50
25185,1100,260,16.50
25186,1100,20,17.00
25187,1100,25,17.00
25188,1100,30,17.00
25189,1100,35,17.00
25190,1100,40,17.00
25191,1100,45,17.00
25192,1100,50,17.00
25193,1100,55,17.00
25194,1100,60,17.00
25195,1100,65,17.00
25196,1100,70,17.00
25197,1100,75,17.00
25198,1100,80,17.00
25199,1100,85,17.00
25200,1100,90,17.00
25201,1100,95,17.00
25202,1100,100,17.00
25203,1100,105,17.00
25204,1100,110,17.00
25205,1100,115,17.00
25206,1100,120,17.00
25207,1100,125,17.00
